,0,1,2,3
0,17036.376,13017.747,183.952,0.005735834129154682
1,14602.608,13721.409,91.976,0.003733152523636818
2,20991.249,14425.071000000002,229.94,0.008209032006561756
3,14298.386999999999,8443.944,183.952,0.007733306847512722
4,10343.514000000001,8092.113,183.952,0.005400344729423523
5,10647.735,8795.775,137.964,0.013613808900117874
6,22512.354,13017.747,367.904,0.007209991104900837
7,8822.409,23572.677000000003,137.964,0.0011135224485769868
8,7605.525,2462.817,137.964,0.0026097865775227547
9,18557.481,16887.888,137.964,0.0011213483521714807
10,11864.618999999999,10203.099,229.94,0.0026210062205791473
11,22208.132999999998,13721.409,183.952,0.009118153713643551
12,8213.966999999999,9851.268,45.988,0.006204740144312382
13,13385.723999999998,8443.944,275.928,0.015178848057985306
14,9126.63,9851.268,229.94,0.0026258565485477448
15,12168.84,9499.437,229.94,0.006646379828453064
16,10039.293,8092.113,91.976,0.016647636890411377
17,10647.735,15480.563999999998,137.964,0.012919861823320389
18,10951.956,16184.226,229.94,0.015497153624892235
19,16427.933999999997,14776.902,183.952,0.008153359405696392
20,9735.072,14776.902,229.94,0.0113430917263031
21,9735.072,9851.268,183.952,0.003751138225197792
22,16732.155,13721.409,229.94,0.006591791287064552
23,10647.735,13721.409,229.94,0.013659536838531494
24,9126.63,24276.339,321.916,0.0073685431852936745
25,11560.398000000001,9147.606,137.964,0.0037522250786423683
26,8822.409,11258.591999999999,45.988,0.007192342076450586
27,20687.028000000002,4573.803,459.88,0.0028955633752048016
28,7909.746,26387.325,275.928,0.0029934209305793047
29,4563.315,14425.071000000002,505.86800000000005,0.003130550030618906
30,21599.691000000003,11962.253999999999,367.904,0.0016670898767188191
31,7605.525,25331.832000000002,275.928,0.010325543582439423
32,12473.061000000002,12314.085,183.952,0.003482623491436243
33,9126.63,13721.409,459.88,0.0034093977883458138
34,7909.746,8092.113,183.952,0.0038667290937155485
35,7301.304,26035.494,275.928,0.002309255301952362
36,4867.536,15480.563999999998,505.86800000000005,0.008459871634840965
37,19774.365,4925.634,505.86800000000005,0.005297457799315453
38,14602.608,14776.902,137.964,0.004194346722215414
39,7909.746,3166.4790000000003,45.988,0.007844590581953526
40,11560.398000000001,13369.578000000001,137.964,0.002048155991360545
41,13689.945,10203.099,505.86800000000005,0.00377848232164979
42,11864.618999999999,16536.057,459.88,0.00685878423973918
43,13385.723999999998,13369.578000000001,91.976,0.01279246062040329
44,9430.851,3166.4790000000003,137.964,0.006062877364456654
45,13081.503,10203.099,275.928,0.006747724954038858
46,13081.503,15480.563999999998,45.988,0.0013194340281188488
47,10951.956,15128.733,459.88,0.004238930530846119
48,6084.42,16887.888,321.916,0.0037444569170475006
49,15515.271,15128.733,183.952,0.006047680974006653
50,14602.608,14425.071000000002,91.976,0.002797243185341358
51,11256.177,15480.563999999998,275.928,0.014567716047167778
52,10039.293,16887.888,183.952,0.0028998947236686945
53,16427.933999999997,14073.24,137.964,0.014120304957032204
54,16123.713,14776.902,229.94,0.0072167180478572845
55,6692.861999999999,14776.902,413.892,0.007012315094470978
56,9430.851,8092.113,229.94,0.00916711613535881
57,12777.282,8443.944,367.904,0.0028955633752048016
58,7301.304,24980.001,183.952,0.00668985303491354
59,12168.84,11962.253999999999,459.88,0.0020334189757704735
60,9430.851,7388.451,137.964,0.009690875187516212
61,7909.746,24628.17,275.928,0.015166938304901123
62,13081.503,9499.437,367.904,0.005583412479609251
63,8518.188,25683.662999999997,275.928,0.010016210377216339
64,12473.061000000002,14776.902,275.928,0.00436914898455143
65,20382.807,17591.55,137.964,1.6653677448630333e-05
66,4867.536,16536.057,413.892,0.006413554772734642
67,16732.155,12665.916000000001,45.988,0.0012237264309078455
68,10647.735,17239.718999999997,91.976,0.005927834659814835
69,9430.851,10554.93,45.988,0.01725918985903263
70,8518.188,26387.325,229.94,0.0028955633752048016
71,12168.84,17239.718999999997,137.964,0.003915729001164436
72,11864.618999999999,10203.099,45.988,0.0017081014811992645
73,11256.177,16887.888,91.976,0.010597260668873787
74,12777.282,8443.944,91.976,0.003510397858917713
75,7909.746,23220.846,275.928,0.005104882176965475
76,13385.723999999998,11258.591999999999,229.94,0.0029435711912810802
77,16123.713,15128.733,91.976,0.005433419719338417
78,13689.945,8443.944,229.94,0.015574755147099495
79,13994.166000000001,9499.437,137.964,0.00760255940258503
80,12473.061000000002,14425.071000000002,137.964,0.01268703117966652
81,16123.713,14776.902,91.976,0.011150635778903961
82,11256.177,14776.902,45.988,0.004324004985392094
83,8518.188,13369.578000000001,321.916,0.0026967185549438
84,20382.807,17239.718999999997,137.964,-1.0925810784101486e-05
