,0,1,2,3
0,0.0005648040599831466,7605.525,1759.155,45.988
1,0.001765590585355245,7605.525,2110.986,45.988
2,0.0015701137091318788,7605.525,2462.817,45.988
3,0.0038692941104257507,7909.746,1407.3239999999998,45.988
4,0.006466344037393311,7909.746,1759.155,45.988
5,0.007667130562765409,7909.746,2110.986,45.988
6,0.007471653686542045,7909.746,2462.817,45.988
7,0.005879913408723214,7909.746,2814.6479999999997,45.988
8,0.002891909729308921,7909.746,3166.4790000000003,45.988
9,0.002613030463260669,7909.746,8092.113,45.988
10,0.005772722827611881,7909.746,8443.944,45.988
11,0.006799234995081137,7909.746,8795.775,45.988
12,0.005981011713381365,7909.746,9147.606,45.988
13,0.004533034852467548,7909.746,9499.437,45.988
14,0.0017275796844470324,7909.746,9851.268,45.988
15,0.0006133820029793983,7909.746,10203.099,45.988
16,0.0010453858994330394,7909.746,10554.93,45.988
17,0.00020679010043480795,7909.746,10906.761,45.988
18,0.0043812573576774184,8213.966999999999,1055.493,45.988
19,0.008374570686240446,8213.966999999999,1407.3239999999998,45.988
20,0.010971620613208008,8213.966999999999,1759.155,45.988
21,0.012172407138580105,8213.966999999999,2110.986,45.988
22,0.011976930262356736,8213.966999999999,2462.817,45.988
23,0.010385189984537907,8213.966999999999,2814.6479999999997,45.988
24,0.007397186305123616,8213.966999999999,3166.4790000000003,45.988
25,0.003012919224113861,8213.966999999999,3518.31,45.988
26,0.0003243597452095314,8213.966999999999,7388.451,45.988
27,0.005337683351096268,8213.966999999999,7740.281999999999,45.988
28,0.010630555912329438,8213.966999999999,8092.113,45.988
29,0.013790248276680652,8213.966999999999,8443.944,45.988
30,0.014816760444149906,8213.966999999999,8795.775,45.988
31,0.013710092414737205,8213.966999999999,9147.606,45.988
32,0.011909515993465642,8213.966999999999,9499.437,45.988
33,0.010868604213249195,8213.966999999999,9851.268,45.988
34,0.008408274330027492,8213.966999999999,10203.099,45.988
35,0.0065470825807396405,8213.966999999999,10554.93,45.988
36,0.00570848678174141,8213.966999999999,10906.761,45.988
37,0.0035992912872913076,8213.966999999999,11258.591999999999,45.988
38,0.00021949609738933202,8213.966999999999,11610.423,45.988
39,0.002100693801738168,8518.188,703.6619999999999,45.988
40,0.007490270531896655,8518.188,1055.493,45.988
41,0.011483583860459685,8518.188,1407.3239999999998,45.988
42,0.014080633787427244,8518.188,1759.155,45.988
43,0.01528142031279934,8518.188,2110.986,45.988
44,0.015085943436575978,8518.188,2462.817,45.988
45,0.013494203158757146,8518.188,2814.6479999999997,45.988
46,0.010506199479342854,8518.188,3166.4790000000003,45.988
47,0.0061219323983330975,8518.188,3518.31,45.988
48,0.000341401915727876,8518.188,3870.1409999999996,45.988
49,0.003795975845167948,8518.188,7388.451,45.988
50,0.01122202860328308,8518.188,7740.281999999999,45.988
51,0.01651490116451625,8518.188,8092.113,45.988
52,0.019674593528867457,8518.188,8443.944,45.988
53,0.020701105696336715,8518.188,8795.775,45.988
54,0.02102100347499259,8518.188,9147.606,45.988
55,0.022024958231507186,8518.188,9499.437,45.988
56,0.01962513309568795,8518.188,9851.268,45.988
57,0.016010442445197202,8518.188,10203.099,45.988
58,0.010922034559416923,8518.188,10554.93,45.988
59,0.009939583767596143,8518.188,10906.761,45.988
60,0.007830388273146038,8518.188,11258.591999999999,45.988
61,0.004450593083244064,8518.188,11610.423,45.988
62,0.0038134435743619396,8822.409,703.6619999999999,45.988
63,0.009203020304520424,8822.409,1055.493,45.988
64,0.013196333633083457,8822.409,1407.3239999999998,45.988
65,0.015793383560051014,8822.409,1759.155,45.988
66,0.016994170085423116,8822.409,2110.986,45.988
67,0.01679869320919975,8822.409,2462.817,45.988
68,0.01520695293138092,8822.409,2814.6479999999997,45.988
69,0.012218949251966626,8822.409,3166.4790000000003,45.988
70,0.007834682170956871,8822.409,3518.31,45.988
71,0.002054151688351648,8822.409,3870.1409999999996,45.988
72,0.001712866127907243,8822.409,7036.62,45.988
73,0.007547140900472799,8822.409,7388.451,45.988
74,0.014973193658587928,8822.409,7740.281999999999,45.988
75,0.020266066219821098,8822.409,8092.113,45.988
76,0.02342575858417231,8822.409,8443.944,45.988
77,0.02445227075164157,8822.409,8795.775,45.988
78,0.027732665820700303,8822.409,9147.606,45.988
79,0.028736620577214888,8822.409,9499.437,45.988
80,0.02633679544139566,8822.409,9851.268,45.988
81,0.02098453255780833,8822.409,10203.099,45.988
82,0.015896124672028056,8822.409,10554.93,45.988
83,0.012900081057999002,8822.409,10906.761,45.988
84,0.010790885563548895,8822.409,11258.591999999999,45.988
85,0.007411090373646924,8822.409,11610.423,45.988
86,0.002760695488293077,8822.409,11962.253999999999,45.988
87,0.004129929945390249,9126.63,703.6619999999999,45.988
88,0.009519506675548736,9126.63,1055.493,45.988
89,0.013512820004111765,9126.63,1407.3239999999998,45.988
90,0.016109869931079324,9126.63,1759.155,45.988
91,0.017310656456451426,9126.63,2110.986,45.988
92,0.017115179580228058,9126.63,2462.817,45.988
