,0,1,2,3,4
0,0.0074409358917069445,0.011720017796463181,0.009352575628869101,"1068    0.004188
dtype: float64","1068    0.00343
dtype: float64"
1,0.00800223377914832,0.012184508088060606,0.009700710637000233,"1069    0.004045
dtype: float64","1069    0.003748
dtype: float64"
2,0.007943590716281309,0.011949935836592564,0.009661615261755564,"1070    0.003598
dtype: float64","1070    0.003459
dtype: float64"
3,0.008467654913013479,0.009695901285283623,0.010065911086706429,"1155    0.004678
dtype: float64","1155    0.003386
dtype: float64"
4,0.00827310887905784,0.011008854303917223,0.009352575628869101,"1156    0.004083
dtype: float64","1156    0.00434
dtype: float64"
5,0.007412079781407302,0.012184508088060606,0.009700710637000233,"1157    0.004637
dtype: float64","1157    0.00572
dtype: float64"
6,0.007586147285472871,0.011833580553126275,0.009661615261755564,"1158    0.004209
dtype: float64","1158    0.005119
dtype: float64"
7,0.009314721376648055,0.009930938957885525,0.009387947635042852,"1159    0.004477
dtype: float64","1159    0.004356
dtype: float64"
8,0.00884650771597971,0.008714793535095878,0.010331201133009565,"1160    0.004335
dtype: float64","1160    0.003879
dtype: float64"
9,0.012482479532343717,0.014915744178992343,0.015112505669976878,"1174    0.004613
dtype: float64","1174    0.004913
dtype: float64"
10,0.01349472007787759,0.01463007855567773,0.016902486316587823,"1175    0.004798
dtype: float64","1175    0.005673
dtype: float64"
11,0.012604487096913497,0.017061741910141655,0.017800821255278716,"1176    0.004339
dtype: float64","1176    0.005425
dtype: float64"
12,0.012872371620398995,0.018271673534158168,0.017131911267446124,"1177    0.004345
dtype: float64","1177    0.004741
dtype: float64"
13,0.012339200330105566,0.01766980845255173,0.01712286672418687,"1178    0.00434
dtype: float64","1178    0.004319
dtype: float64"
14,0.011134609577359447,0.017029215898178574,0.017256921111483067,"1179    0.005593
dtype: float64","1179    0.004385
dtype: float64"
15,0.008995685975949224,0.01568025233281338,0.016846130307315896,"1180    0.005103
dtype: float64","1180    0.003076
dtype: float64"
16,0.007597978092460811,0.012859845403131075,0.016409799965174707,"1181    0.005555
dtype: float64","1181    0.002952
dtype: float64"
17,0.006751399054037039,0.011787417309780553,0.015814790768862427,"1182    0.005573
dtype: float64","1182    0.002386
dtype: float64"
18,0.008002233779148327,0.00996724180632701,0.01002309234239083,"1242    0.004636
dtype: float64","1242    0.002874
dtype: float64"
19,0.00976245650742634,0.009686127441472455,0.009490650565249094,"1243    0.005119
dtype: float64","1243    0.005368
dtype: float64"
20,0.009575357211612545,0.010357730137639872,0.009202399743008611,"1244    0.005276
dtype: float64","1244    0.006174
dtype: float64"
21,0.010776143736984644,0.010277212281481199,0.009700710637000233,"1245    0.005188
dtype: float64","1245    0.006275
dtype: float64"
22,0.010580666860761279,0.01011105693669134,0.009661615261755564,"1246    0.005168
dtype: float64","1246    0.006245
dtype: float64"
23,0.010208329953669153,0.010054275558359792,0.008857677823192486,"1247    0.004715
dtype: float64","1247    0.005484
dtype: float64"
24,0.00890235825204353,0.009878346369758765,0.00938670651201921,"1248    0.0054
dtype: float64","1248    0.005682
dtype: float64"
25,0.006790277146563458,0.009457140243610797,0.010517679867311535,"1249    0.004847
dtype: float64","1249    0.004171
dtype: float64"
26,0.00835125017855173,0.012726561673507653,0.016706115320398784,"1260    0.006584
dtype: float64","1260    0.006207
dtype: float64"
27,0.00980026130865191,0.014831176025582395,0.014652924588786,"1261    0.005823
dtype: float64","1261    0.006048
dtype: float64"
28,0.01103323946244968,0.016716354183846267,0.014432544675337786,"1262    0.005681
dtype: float64","1262    0.006253
dtype: float64"
29,0.012628634696742202,0.016707648304849665,0.017184785244306375,"1263    0.005122
dtype: float64","1263    0.006345
dtype: float64"
30,0.014253283959166002,0.016226211822914373,0.018519057856222938,"1264    0.004567
dtype: float64","1264    0.005991
dtype: float64"
31,0.014930953949876305,0.01707054320693488,0.016988834685724017,"1265    0.004523
dtype: float64","1265    0.004902
dtype: float64"
32,0.014304479870183484,0.017254983120865406,0.01649844106058517,"1266    0.005253
dtype: float64","1266    0.004501
dtype: float64"
33,0.012489920849191231,0.015785837458806542,0.01732936882949375,"1267    0.006486
dtype: float64","1267    0.005416
dtype: float64"
34,0.010025369303242436,0.014446679107929777,0.018009842282967408,"1268    0.00674
dtype: float64","1268    0.005408
dtype: float64"
35,0.007234979584614577,0.014067002608674065,0.017112873632546013,"1269    0.006085
dtype: float64","1269    0.004334
dtype: float64"
36,0.006161840795347372,0.012928512318528328,0.015092578751756021,"1270    0.006522
dtype: float64","1270    0.0038
dtype: float64"
37,0.007107417046433921,0.010606769927483928,0.014545004464356779,"1271    0.006081
dtype: float64","1271    0.003515
dtype: float64"
38,0.006179879268754058,0.00941578681093864,0.015760832307610325,"1272    0.005635
dtype: float64","1272    0.003213
dtype: float64"
39,0.007464206948400211,0.01063512113342351,0.00999392595133528,"1329    0.003441
dtype: float64","1329    0.001024
dtype: float64"
40,0.008459277332603909,0.009868107104813737,0.00999392595133528,"1330    0.004266
dtype: float64","1330    0.004052
dtype: float64"
41,0.010087320458864218,0.010767300735441212,0.00871867204454476,"1331    0.004972
dtype: float64","1331    0.005589
dtype: float64"
42,0.01268437038583178,0.01040520309329412,0.00803077960869206,"1332    0.004854
dtype: float64","1332    0.007269
dtype: float64"
43,0.013885156911203877,0.010888775651380014,0.00815303022652064,"1333    0.006252
dtype: float64","1333    0.00672
dtype: float64"
44,0.013689680034980514,0.011360247259985417,0.007688850215679126,"1334    0.006146
dtype: float64","1334    0.007069
dtype: float64"
45,0.012097939757161684,0.010222758008818977,0.008011852482581542,"1335    0.005542
dtype: float64","1335    0.006722
dtype: float64"
46,0.00910993607774739,0.01041776946390848,0.008854264734877472,"1336    0.005288
dtype: float64","1336    0.005326
dtype: float64"
47,0.007208225324774371,0.010350283399498034,0.009679301264842434,"1337    0.005642
dtype: float64","1337    0.005133
dtype: float64"
48,0.006095868814836651,0.011195488178597151,0.009679301264842434,"1338    0.00542
dtype: float64","1338    0.004233
dtype: float64"
49,0.009203840824741624,0.01357601988463571,0.01681360522332211,"1348    0.007655
dtype: float64","1348    0.006084
dtype: float64"
50,0.011565564884307952,0.01399819436901141,0.015497379121945693,"1349    0.007706
dtype: float64","1349    0.00755
dtype: float64"
51,0.01438172096763429,0.015325646380732649,0.015239259102246014,"1350    0.006511
dtype: float64","1350    0.008204
dtype: float64"
52,0.017541413331985504,0.01666105517829026,0.01559561888756983,"1351    0.006387
dtype: float64","1351    0.00884
dtype: float64"
53,0.019205544191624888,0.018744488973026864,0.015707245153305592,"1352    0.004745
dtype: float64","1352    0.007331
dtype: float64"
54,0.020110554991720896,0.01976599666096914,0.01639203952630908,"1353    0.004773
dtype: float64","1353    0.005793
dtype: float64"
55,0.019651796891449975,0.019157065025645403,0.01637635892377057,"1354    0.005247
dtype: float64","1354    0.005293
dtype: float64"
56,0.01766520013690822,0.017755121650388984,0.016317773899206252,"1355    0.00635
dtype: float64","1355    0.006545
dtype: float64"
57,0.014404303631994912,0.015680212496211883,0.01575113531287268,"1356    0.007517
dtype: float64","1356    0.00634
dtype: float64"
58,0.011568213087465093,0.014456599199558625,0.015393038913451252,"1357    0.007043
dtype: float64","1357    0.005662
dtype: float64"
59,0.008899114352929609,0.012121340453033279,0.01435258881663474,"1358    0.007432
dtype: float64","1358    0.005396
dtype: float64"
60,0.00784223257303739,0.01100502084981979,0.014814728753053417,"1359    0.006687
dtype: float64","1359    0.005449
dtype: float64"
61,0.006562329777085071,0.010400240863663413,0.01575720951547184,"1360    0.005917
dtype: float64","1360    0.004493
dtype: float64"
62,0.006208500729232026,0.011558051241878111,0.010068703613509618,"1417    0.002599
dtype: float64","1417    0.001515
dtype: float64"
63,0.007806756902924964,0.010489444318523718,0.010068703613509618,"1418    0.003782
dtype: float64","1418    0.004426
dtype: float64"
64,0.01180007023148799,0.009580011422951205,0.009210777323418183,"1419    0.005467
dtype: float64","1419    0.005944
dtype: float64"
65,0.014397120158455557,0.010347956293828708,0.007746562436278405,"1420    0.005489
dtype: float64","1420    0.006576
dtype: float64"
66,0.015597906683827652,0.011548742819200807,0.007206363640238914,"1421    0.006281
dtype: float64","1421    0.007493
dtype: float64"
67,0.015402429807604284,0.011353265942977439,0.007095593410379009,"1422    0.006324
dtype: float64","1422    0.007095
dtype: float64"
68,0.013810689529785458,0.010371227350521964,0.008107418955401857,"1423    0.006969
dtype: float64","1423    0.007437
dtype: float64"
69,0.010822685850371163,0.008719913167568396,0.010303896426489474,"1424    0.0053
dtype: float64","1424    0.00609
dtype: float64"
70,0.006438418769361405,0.010365642296915584,0.010814308269961593,"1425    0.005214
dtype: float64","1425    0.005061
dtype: float64"
71,0.005892014358203715,0.010927871026624689,0.010814308269961593,"1426    0.005533
dtype: float64","1426    0.004439
dtype: float64"
72,0.006348476781660221,0.013848825889700716,0.017880467654895257,"1435    0.00726
dtype: float64","1435    0.004577
dtype: float64"
73,0.008937546136754853,0.012262577473525122,0.017880467654895257,"1436    0.007805
dtype: float64","1436    0.006243
dtype: float64"
74,0.012840013461705968,0.013794000822916269,0.015311161221713616,"1437    0.008061
dtype: float64","1437    0.008508
dtype: float64"
75,0.018132886022939138,0.014958952112338586,0.015190047209697938,"1438    0.007477
dtype: float64","1438    0.009646
dtype: float64"
76,0.021348834188806485,0.016673832410534987,0.01437581392735588,"1439    0.006345
dtype: float64","1439    0.008859
dtype: float64"
77,0.02366259090773802,0.01927128342062884,0.014767355104478885,"1440    0.004793
dtype: float64","1440    0.007466
dtype: float64"
78,0.02513085669114331,0.020039464285877936,0.01539706510217509,"1441    0.004242
dtype: float64","1441    0.005841
dtype: float64"
79,0.025332840684881064,0.019378155586888064,0.015691065981305787,"1442    0.004957
dtype: float64","1442    0.006053
dtype: float64"
80,0.02333293253684491,0.017634585053622233,0.015146181131365071,"1443    0.005488
dtype: float64","1443    0.005965
dtype: float64"
81,0.019267186751487645,0.01574621598099295,0.014595152505548105,"1444    0.006374
dtype: float64","1444    0.005757
dtype: float64"
82,0.015193701615997892,0.013176025283569096,0.014883509817293205,"1445    0.006656
dtype: float64","1445    0.005497
dtype: float64"
83,0.012140967876345707,0.01075377183729166,0.01575480094386627,"1446    0.006319
dtype: float64","1446    0.004841
dtype: float64"
84,0.009520285868097026,0.010897581408459115,0.014033207997320864,"1447    0.006792
dtype: float64","1447    0.005813
dtype: float64"
85,0.007450478964205929,0.009664388223633318,0.015657932261498496,"1448    0.005943
dtype: float64","1448    0.005314
dtype: float64"
86,0.006266280048044785,0.010489007425981581,0.015657932261498496,"1449    0.004236
dtype: float64","1449    0.003082
dtype: float64"
87,0.00636674391474618,0.011243891976519134,0.010425836763562147,"1505    0.004315
dtype: float64","1505    0.002521
dtype: float64"
88,0.008123243273953275,0.010096163460407663,0.010425836763562147,"1506    0.004481
dtype: float64","1506    0.003996
dtype: float64"
89,0.0121165566025163,0.008305222937294545,0.010155582225164448,"1507    0.00465
dtype: float64","1507    0.005558
dtype: float64"
90,0.014713606529483864,0.010664442664857016,0.007630517433568026,"1508    0.005011
dtype: float64","1508    0.006493
dtype: float64"
91,0.01591439305485596,0.011865229190229113,0.007206363640238915,"1509    0.005597
dtype: float64","1509    0.006411
dtype: float64"
92,0.015718916178632594,0.011669752314005747,0.007292311409626013,"1510    0.006362
dtype: float64","1510    0.007188
dtype: float64"
93,0.014127175900813766,0.01007801203618692,0.008476032493423057,"1511    0.007193
dtype: float64","1511    0.006742
dtype: float64"
94,0.011139172221399473,0.00810974606107118,0.010883811159285457,"1512    0.005814
dtype: float64","1512    0.006271
dtype: float64"
95,0.006754905140389715,0.010521092955626544,0.010883811159285457,"1513    0.006274
dtype: float64","1513    0.005878
dtype: float64"
96,0.006221532520980246,0.01107680578946154,0.010883811159285457,"1514    0.0056
dtype: float64","1514    0.004858
dtype: float64"
97,0.0059502185030847745,0.014406643711278349,0.017915782974498685,"1523    0.006746
dtype: float64","1523    0.005198
dtype: float64"
98,0.008088346492923391,0.013013060251975688,0.017915782974498685,"1524    0.007525
dtype: float64","1524    0.00693
dtype: float64"
99,0.014457998320128862,0.011010923846392972,0.016879788210548172,"1525    0.007614
dtype: float64","1525    0.009195
dtype: float64"
100,0.019750870881362032,0.014099159224933058,0.013534757356324343,"1526    0.008063
dtype: float64","1526    0.010333
dtype: float64"
101,0.023065004638695413,0.018094920683743305,0.013664225881673769,"1527    0.006538
dtype: float64","1527    0.008971
dtype: float64"
102,0.025744344655000844,0.020429864652596507,0.015102035182663348,"1528    0.005294
dtype: float64","1528    0.006931
dtype: float64"
103,0.027749502339719317,0.020766471748089852,0.015568435683258892,"1529    0.004813
dtype: float64","1529    0.006876
dtype: float64"
104,0.028640723138254942,0.019855549472568058,0.015042686903351615,"1530    0.005676
dtype: float64","1530    0.006897
dtype: float64"
